NGO,Counsel,Weight
"Canadian Nurses Association, Registered Nurses' Association of Ontario and Association of Registered Nurses of British Columbia",John M. Picone,1
"Canadian Nurses Association, Registered Nurses' Association of Ontario and Association of Registered Nurses of British Columbia",Michael Kotrly,1
"Canadian Nurses Association, Registered Nurses' Association of Ontario and Association of Registered Nurses of British Columbia",Rahool P. Agarwal,1
Canadian Pacific Railway Company and Via Rail Canada Inc.,Robert Dupont,1
Canadian Pacific Railway Company and Via Rail Canada Inc.,Simon-Pierre Paquette,1
Canadian Pacific Railway Company and Via Rail Canada Inc.,Thomas Brady,1
Canadian Police Association,Ian J. Roland,2
Canadian Police Association,Jean-Claude Killey,1
Canadian Police Association,Michael Fenrick,2
Canadian Police Association and Police Association of Ontario,David B. Butt,1
Canadian Prison Law Association,Alison Craig,1
Canadian Prison Law Association,Jessica Magonet,1
Canadian Prison Law Association,Kate Mitchell,1
Canadian Prison Law Association,Simon Borys,2
Canadian Prison Law Association,Simon Wallace,1
Canadian Public Health Association,Andrea Gonsalves,1
Canadian Public Health Association,Fredrick Schumann,1
Canadian Public Health Association,Jennifer L. King,1
Canadian Public Health Association,Liane Langstaff,1
Canadian Public Health Association,Michael Finley,1
Canadian Public Health Association,Owen M. Rees,1
Canadian Radio-Television and Telecommunications Commission,Crystal Hulley-Craig,1
Canadian Radio-Television and Telecommunications Commission,John Keogh,1
Canadian Radio-Television and Telecommunications Commission,Stephen Millington,1
Canadian Secular Alliance,Tim A. Dickson,1
Canadian Secular Alliance,Tim Dickson,1
Canadian Standards Association,James Green,1
Canadian Standards Association,John E. Callaghan,1
Canadian Standards Association,Kevin Sartorio,1
Canadian Standards Association,Laurent Massam,1
Canadian Superior Courts Judges Association,Andres C. Garin,2
Canadian Superior Courts Judges Association,Azim Hussain,3
Canadian Superior Courts Judges Association,Caroline Bélair,1
Canadian Superior Courts Judges Association,Jean-Simon Schoenholz,2
Canadian Superior Courts Judges Association,Pierre Bienvenu,2
Canadian Superior Courts Judges Association,Pierre Bienvenu (AdE),1
Canadian Taxpayers Federation,Adam Goldenberg,2
Canadian Taxpayers Federation,Amanda D. Iarusso,2
Canadian Taxpayers Federation,Devin Drover,1
Canadian Taxpayers Federation,Hana Felix,1
Canadian Taxpayers Federation,Josh A. Bloomenthal,1
Canadian Taxpayers Federation,R. Bruce E. Hallsor,2
Canadian Telecommunications Association,Adam Goldenberg,1
Canadian Telecommunications Association,Isabelle Vendette,1
Canadian Telecommunications Association,Paul Daly,1
Canadian Telecommunications Association,Simon Bouthillier,1
Canadian Union of Public Employees,Céline Giguère,1
Canadian Union of Public Employees,Josée Aubé,1
Canadian Union of Public Employees,Julie Girard-Lemay,1
"Canadian Union of Public Employees, Local 675",Annick Desjardins,1
Canadian Unitarian Council,Ryan J. M. Androsoff,1
Canadian Unitarian Council,Tim A. Dickson,1
Cannabis Amnesty,Ren Bucholz,1
Cannabis Council of Canada and Quebec Cannabis Industry Association,Adam Goldenberg,1
Cannabis Council of Canada and Quebec Cannabis Industry Association,Holly Kallmeyer,1
Cannabis Council of Canada and Quebec Cannabis Industry Association,Simon Bouthillier,1
Carcross/Tagish First Nation,Caroline Grady,1
Carcross/Tagish First Nation,Gavin Gardiner,1
Carcross/Tagish First Nation,Mary Ellen Turpel-Lafond,1
"Carrier Sekani Family Services Society, Cheslatta Carrier Nation, Nadleh Whuten, Saik'uz First Nation and Stellat'en First Nation",Scott A. Smith,1
"Catherine Lévesque, Syndicat de la fonction publique et parapublique du Québec inc.",Denis Bradet,1
Catholic Civil Rights League,Albertos Polizogopoulos,1
Catholic Civil Rights League,Gwendoline Allison,2
Catholic Civil Rights League,Jack R. Maslen,2
Catholic Civil Rights League,Philip H. Horgan,1
Catholic Civil Rights League,Ranjan K. Agarwal,2
Catholic Civil Rights League,Robert W. Staley,2
Catholic Civil Rights League and Faith and Freedom Alliance,Erica J. Toews,1
Catholic Civil Rights League and Faith and Freedom Alliance,Ryan D.W. Dalziel,1
"Catholic Civil Rights League, Association des parents catholiques du Québec, Faith and Freedom Alliance and Association de la communauté copte orthodoxe du grand Montréal",Jack R. Maslen,1
"Catholic Civil Rights League, Association des parents catholiques du Québec, Faith and Freedom Alliance and Association de la communauté copte orthodoxe du grand Montréal",Ranjan K. Agarwal,1
"Catholic Civil Rights League, Association des parents catholiques du Québec, Faith and Freedom Alliance and Association de la communauté copte orthodoxe du grand Montréal",Robert W. Staley,1
Catholic Health Alliance of Canada,Albertos Polizogopoulos,1
Catholic Health Alliance of Canada,Russell G. Gibson,1
Center for Research-Action on Race Relations,Aymar Missakila,1
Center for Research-Action on Race Relations,Selwyn Pieters,1
Central Coast Indigenous Resource Alliance,Lisa C. Fong,1
Centrale des syndicats du Québec,Amy Nguyen,2
Centrale des syndicats du Québec,Claudine Morin,2
Centrale des syndicats du Québec,Matthew Gapmann,2
Centrale des syndicats du Québec,Nathalie Léger,3
Centre for Free Expression,Alicia Krausewitz,1
Centre for Free Expression,Christopher D. Bredt,1
Centre for Free Expression,David Wright,1
Centre for Free Expression,Faisal Bhabha,1
Centre for Free Expression,Fredrick Schumann,1
Centre for Free Expression,Jamie Cameron,1
Centre for Free Expression,Justin Safayeni,1
Centre for Free Expression,Karen Bernofsky,1
Centre for Free Expression,Laura M. Wagner,1
Centre for Free Expression,Madison Pearlman,1
Centre for Free Expression,Mae J. Nam,1
Centre for Free Expression,Yadesha Satheaswaran,1
Centre for Free Expression at Ryerson University,Christopher D. Bredt,1
Centre for Free Expression at Ryerson University,Jamie Cameron,1
Centre for Free Expression at Ryerson University,Pierre N. Gemson,1
"Centre for Free Expression, Canadian Association of Journalists, Communications Workers of America / Canada",Justin Safayeni,1
Centre for Intellectual Property Policy and Ariel Katz,Jean-Philippe Mikus,1
Centre for Intellectual Property Policy and Ariel Katz,Michael Shortt,1
Centre québécois du droit de l'environnement,David Robitaille,1
Centre québécois du droit de l'environnement,Marc Bishai,1
Centre québécois du droit de l'environnement et Équiterre,David Robitaille,1
Centre québécois du droit de l'environnement et Équiterre,Marc Bishai,1
Chambre des notaires du Québec,Loic Berdnikoff,1
Chambre des notaires du Québec,Raymond Doray,1
"Champagne and Aishihik First Nations, Kwanlun Dün First Nation, Little Salmon Carmacks First Nation, First Nation of Na-Cho Nyak Dun, Teslin Tlingit Council, First Nations of the Maa-nulth Treaty Society",Gregory J. McDade (QC),1
"Champagne and Aishihik First Nations, Kwanlun Dün First Nation, Little Salmon Carmacks First Nation, First Nation of Na-Cho Nyak Dun, Teslin Tlingit Council, First Nations of the Maa-nulth Treaty Society",Kate Blomfeld,1
"Champagne and Aishihik First Nations, Kwanlun Dün First Nation, Little Salmon Carmacks First Nation, First Nation of Na-Cho Nyak Dun, Teslin Tlingit Council, First Nations of the Maa-nulth Treaty Society",R. Brent Lehman,1
"Charter Committee on Poverty Issues, Poverty and Human Rights Centre and Women's Legal Education and Action Fund",Gwen Brodsky,1
Chartered Institute of Arbitrators (Canada) Inc.,Brendan O’Grady,1
Chartered Institute of Arbitrators (Canada) Inc.,Christina Doria,1
Chartered Institute of Arbitrators (Canada) Inc.,Michael Nowina,1
Chartered Institute of Arbitrators (Canada) Inc. and Toronto Commercial Arbitration Society,Andrew Kavanagh,1
Chartered Institute of Arbitrators (Canada) Inc. and Toronto Commercial Arbitration Society,Joseph C. McArthur,1
Chartered Institute of Arbitrators (Canada) Inc. and Toronto Commercial Arbitration Society,Justin Manoryk,1
Chartered Institute of Arbitrators (Canada) Inc. and Toronto Commercial Arbitration Society,Laura Cundari,1
Chartered Institute of Arbitrators (Canada) Inc. and Toronto Commercial Arbitration Society,Rahat Godil,1
Chartered Professional Accountants Canada,Dominic Charles Belley,1
Chartered Professional Accountants Canada,Vincent Dionne,1
Chartered Professional Accountants of Canada,Dominic Charles Belley,1
"Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (the SM-4)",David K. Wilson,1
"Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (the SM-4)",Julie Mouris,1
"Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (the SM-4)",M. Alyssa Holland,1
"Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (“the SM-4”)",David K. Wilson,1
"Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (“the SM-4”)",Julie Mouris,1
"Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (“the SM-4”)",M. Alyssa Holland,1
Chief Electoral Officer of Ontario,Brian Gover,1
Chief Electoral Officer of Ontario,Olivia Eng,1
Chief Electoral Officer of Ontario,Stephen Aylward,1
Chiefs of Ontario,David C. Nahwegahbow,1
Chiefs of Ontario,Jaimie Lickers,1
Chiefs of Ontario,Krista Nerland,1
Chiefs of Ontario,Maggie Wente,1
Chiefs of Ontario,Maxime Faille,1
Chiefs of Ontario,Scott Robertson,1
Chilko Resorts and Community Association and Council of Canadians,F. Matthew Kirchner,1
Chilko Resorts and Community Association and Council of Canadians,Gregory J. McDade (QC),1
Chilko Resorts and Community Association and Council of Canadians,Kate M. Bloomfield,1
Chinese and Southeast Asian Legal Clinic,Avvy Yao Yao Go,1
Chinese and Southeast Asian Legal Clinic,Vincent Wan Shun Wong,1
Christian Higher Education Canada,Albertos Polizogopoulos,2
Christian Higher Education Canada,D. Geoffrey Cowper (QC),2
Christian Higher Education Canada,Geoffrey Trotter,2
Christian Higher Education Canada,Kristin Debs,2
Christian Legal Fellowship,Albertos Polizogopoulos,1
Christian Legal Fellowship,André M. Schutten,1
Christian Legal Fellowship,Benjamin Ferland,1
Christian Legal Fellowship,Deina Warren,3
Christian Legal Fellowship,Derek B.M. Ross,5
Christian Legal Fellowship,Derek J. Bell,1
Christian Legal Fellowship,Derek Ross,1
Christian Legal Fellowship,Gerald D. Chipeur (QC),1
Christian Legal Fellowship,Marie-France Major,1
Christian Legal Fellowship,Ranjan K. Agarwal,1
Christian Legal Fellowship,Robert E. Reynolds,2
Christian Legal Fellowship,Robert W. Staley,1
Christian Legal Fellowship,Sarah E. Mix-Ross,1
Christian Legal Fellowship,Vivian W.S. Clemence,1
Christian Medical and Dental Society of Canada,Albertos Polizogopoulos,1
Christian Medical and Dental Society of Canada,Richard Léger,1
Church of Jesus Christ of Latter-Day Saints in Canada,Gerald D. Chipeur (QC),1
Church of Jesus Christ of Latter-Day Saints in Canada,Jonathan Martin,1
Cineplex Entertainment LP,Sana Halwani,2
Cineplex Entertainment LP,Sundeep Chauhan,2
Cineplex Entertainment LP,Tim Gilbert,2
City of Abbotsford,Aniz Alani,1
City of Abbotsford,Betty Nguyen,1
City of Montreal,Éric Couture,1
City of Ottawa,Anne Tardif,1
City of Quebec,Richard Grondin,1
City of Quebec,Éric Boisvert,1
"City of Richmond, City of Victoria, City of Nelson, District of Squamish, City of Rossland and City of Vancouver",Andrew Carricato,1
"City of Richmond, City of Victoria, City of Nelson, District of Squamish, City of Rossland and City of Vancouver",Paul A. Hildebrand,1
City of Surrey,Allan Wu,1
City of Surrey,Benjie Lee,1
City of Surrey,Philip C.M. Huynh,1
City of Toronto,Alison Barclay,1
City of Toronto,Angus MacKay,1
City of Toronto,Diana W. Dimmer,1
City of Toronto,Michael J. Sims,1
Cityplace Residents' Association,Selwyn A. Pieters,1
"Climate Justice Saskatoon, National Farmers Union, Saskatchewan Coalition for Sustainable Development, Saskatchewan Council for International Cooperation, Saskatchewan Environmental Society, SaskEV",Jonathan Stockdale,1
"Climate Justice Saskatoon, National Farmers Union, Saskatchewan Coalition for Sustainable Development, Saskatchewan Council for International Cooperation, Saskatchewan Environmental Society, SaskEV",Larry W. Kowalchuk,1
"Climate Justice Saskatoon, National Farmers Union, Saskatchewan Coalition for Sustainable Development, Saskatchewan Council for International Cooperation, Saskatchewan Environmental Society, SaskEV",Taylor-Anne Yee,1
Coalition of BC Business,Nitya Iyer,1
Coalition of BC Business,Peter A. Gall (QC),1
Coalition of BC Businesses and British Columbia Agriculture Council,Andrea L. Zwack,1
Coalition of BC Businesses and British Columbia Agriculture Council,Donald R. Munroe (QC),1
Coalition of BC Businesses and British Columbia Agriculture Council,Peter A. Gall (QC),1
Coalition of British Columbia Businesses and Merit Canada,Andrea L. Zwack,1
Coalition of British Columbia Businesses and Merit Canada,Andrea Zwack,1
Coalition of British Columbia Businesses and Merit Canada,Simon Ruel,2
Coalition of Ontario Teacher Affiliates,Adrienne Telford,1
Coalition of Ontario Teacher Affiliates,Paul J.J. Cavalluzzo,1
Coalition of Union of B.C. Indian Chiefs,Ardith Walkem,1
Coalition of Union of B.C. Indian Chiefs,Louise Mandell (QC),1
Coalition of Union of B.C. Indian Chiefs,Michael Jackson (QC),1
Coalition of Union of B.C. Indian Chiefs,Nicole Schabus,1
"Coalition of West Coast Women's Legal Education and Action Fund (West Coast LEAF), Justice for Children and Youth and ARCH Disability Law Centre",Christina Tess Lara Sheldon,1
"Coalition of West Coast Women's Legal Education and Action Fund (West Coast LEAF), Justice for Children and Youth and ARCH Disability Law Centre",Kasari Govender,1
"Coalition of West Coast Women's Legal Education and Action Fund (West Coast LEAF), Justice for Children and Youth and ARCH Disability Law Centre",Niamh Harraher,1
Coalition pour la liberté en éducation,Jean-Pierre Bélisle,1
Coalition pour le contrôle des armes,Alain M. Gaulin,1
"Cole, Margaret Lee",Jeffrey Hartman,1
"Cole, Margaret Lee",Jessica Zita,1
"College of Physicians and Surgeons of Ontario, College of Nurses of Ontario, Ontario College of Pharmacists and Royal College of Dental Surgeons of Ontario",Alysha Shore,1
"College of Physicians and Surgeons of Ontario, College of Nurses of Ontario, Ontario College of Pharmacists and Royal College of Dental Surgeons of Ontario",Amy Block,1
"College of Physicians and Surgeons of Ontario, College of Nurses of Ontario, Ontario College of Pharmacists and Royal College of Dental Surgeons of Ontario",Linda Rothstein,1
"College of Physicians and Surgeons of Ontario, College of Nurses of Ontario, Ontario College of Pharmacists and Royal College of Dental Surgeons of Ontario",Lisa Brownstone,1
Colour of Poverty - Colour of Change,Daniel Rohde,1
Colour of Poverty - Colour of Change,Jackie Esmonde,1
Colour of Poverty - Colour of Change,Marie Chen,1
Commission de la santé et de la sécurité du travail,Lucille Giard,1
Commission de la santé et de la sécurité du travail,Pierre Michel Lajeunesse,1
"Commission des normes, de l'équité, de la santé et de la sécurité du travail, anciennement Commission de l'équité salariale",Jean-François Paquet,1
"Commission des normes, de l'équité, de la santé et de la sécurité du travail, anciennement Commission de l'équité salariale",Pierre Lachance,1
Commission nationale des parents francophones,David P. Taylor,1
Commission nationale des parents francophones,Vincent Larochelle,1
Commission scolaire francophone des Territoires du Nord-Ouest,Francis P. Poulin,1
Commission scolaire francophone des Territoires du Nord-Ouest,Roger J.F. Lepage (QC),1
Commission scolaire francophone du Yukon,Francis P. Poulin,1
Commission scolaire francophone du Yukon,Roger J.F. Lepage (QC),1
